Date,Transaction Description,Category,Amount,Type
2024-01-02,Gas teacher national weight all.,Travel,1099.9,Expense
2024-01-02,Himself fire heavy.,Rent,101.1,Expense
2024-01-04,Allow news.,Investment,3852.0,Income
2024-01-04,Man care resource.,Investment,2036.0,Income
2024-01-07,Notice make.,Other,2266.0,Income
2024-01-09,Occur live take media hot.,Entertainment,1436.41,Expense
2024-01-09,Wife pay good within fly.,Other,880.0,Income
2024-01-10,And student give score agree.,Rent,1546.57,Expense
2024-01-11,Best generation group goal.,Utilities,1928.07,Expense
2024-01-11,Doctor fine be.,Investment,4045.0,Income
2024-01-11,Boy college mrs.,Salary,1849.5,Expense
2024-01-12,Price institution method inside.,Utilities,1386.72,Expense
2024-01-13,Onto worry help hope.,Investment,1348.0,Income
2024-01-14,Space beyond.,Health & Fitness,1013.18,Expense
2024-01-15,Market specific property coach.,Entertainment,554.46,Expense
2024-01-16,Wide cut player wind.,Travel,911.16,Expense
2024-01-16,Degree enter father of source.,Other,4696.0,Income
2024-01-16,Behind front attack song little.,Health & Fitness,1426.63,Expense
2024-01-17,Somebody prepare few sound.,Entertainment,409.77,Expense
2024-01-19,Finish increase economy middle public.,Travel,1376.36,Expense
2024-01-19,Thing physical might.,Utilities,1962.86,Expense
2024-01-19,Material produce station visit environmental.,Utilities,1012.75,Expense
2024-01-19,Table trade various risk art.,Health & Fitness,1423.6,Expense
2024-01-20,Leg drive second she.,Salary,1169.78,Expense
2024-01-22,Five store ask data.,Shopping,1351.74,Expense
2024-01-23,Statement position either.,Travel,1756.18,Expense
2024-01-24,Draw change agree someone.,Food & Drink,1050.23,Expense
2024-01-25,Magazine yard instead town.,Investment,934.0,Income
2024-01-26,Evening ahead smile.,Entertainment,541.29,Expense
2024-01-26,Compare system white magazine after.,Travel,1369.95,Expense
2024-01-26,Own test too imagine.,Investment,2917.0,Income
2024-01-27,However style.,Food & Drink,723.78,Expense
2024-01-28,Born same usually.,Entertainment,1487.4,Expense
2024-01-30,Wear use edge this draw.,Entertainment,1026.74,Expense
2024-02-01,Forget once hope security.,Travel,1388.94,Expense
2024-02-06,Design blood degree ever.,Other,3674.0,Income
2024-02-07,Television argue mouth.,Health & Fitness,1932.01,Expense
2024-02-07,Nation little east everyone.,Other,2163.0,Income
2024-02-10,Little happy final population.,Salary,1661.67,Expense
2024-02-10,Real small.,Health & Fitness,1512.66,Expense
2024-02-10,Need finally when.,Entertainment,1554.53,Expense
2024-02-14,Movement door kind.,Travel,903.14,Expense
2024-02-14,Until truth feeling view.,Rent,382.08,Expense
2024-02-15,Decision three trouble.,Investment,3590.0,Income
2024-02-16,Smile ever bag single.,Other,2664.0,Income
2024-02-17,Say unit four institution.,Other,546.0,Income
2024-02-19,Recognize media goal.,Utilities,89.48,Expense
2024-02-21,Law agree appear political.,Food & Drink,1549.59,Expense
2024-02-21,Able customer figure.,Travel,986.2,Expense
2024-02-21,Book economic.,Health & Fitness,155.03,Expense
2024-02-22,Rate society floor long same.,Entertainment,1914.41,Expense
2024-02-23,Reach step son.,Utilities,837.7,Expense
2024-02-23,Increase consider.,Rent,705.31,Expense
2024-02-24,Difference way type positive phone.,Health & Fitness,668.82,Expense
2024-02-24,Cup red collection husband.,Salary,1993.3,Expense
2024-02-25,Employee become happy water bring.,Food & Drink,238.3,Expense
2024-02-27,Significant up still management.,Entertainment,1809.95,Expense
2024-02-27,Course technology site.,Entertainment,1918.2,Expense
2024-02-27,High issue deal democratic.,Health & Fitness,768.93,Expense
2024-02-28,Industry impact certainly.,Rent,777.89,Expense
2024-02-29,Dog late eat.,Travel,59.16,Expense
2024-03-02,Beat light the window.,Health & Fitness,1033.48,Expense
2024-03-03,Require remain save.,Salary,97.26,Expense
2024-03-05,Believe arrive.,Entertainment,647.42,Expense
2024-03-05,Likely great paper.,Investment,1871.0,Income
2024-03-06,Effect people.,Food & Drink,1257.6,Expense
2024-03-06,Provide car throughout american.,Entertainment,1731.25,Expense
2024-03-06,College manage fund.,Rent,419.1,Expense
2024-03-07,Bed report item.,Shopping,1296.66,Expense
2024-03-07,Finish without.,Utilities,57.27,Expense
2024-03-08,Security unit executive.,Food & Drink,184.17,Expense
2024-03-11,Stop unit might job close.,Other,1077.0,Income
2024-03-13,New type pm.,Entertainment,1822.86,Expense
2024-03-15,Country approach.,Salary,1264.13,Expense
2024-03-16,Like clear.,Food & Drink,785.11,Expense
2024-03-18,Break time manager kid.,Investment,1018.0,Income
2024-03-26,Leader both rest challenge.,Food & Drink,1404.76,Expense
2024-03-27,Data exist.,Investment,2874.0,Income
2024-03-28,State none production defense your.,Travel,1217.07,Expense
2024-03-29,Short congress turn east marriage.,Salary,769.01,Expense
2024-03-30,Ago race quite hour.,Food & Drink,953.24,Expense
2024-03-30,Child ball store process.,Utilities,1496.04,Expense
2024-04-03,Western order accept wide prevent.,Travel,1920.67,Expense
2024-04-04,Water yourself trade someone.,Other,591.0,Income
2024-04-06,Tell soon executive.,Utilities,255.24,Expense
2024-04-07,Natural own.,Other,4900.0,Income
2024-04-08,Effort drive side human.,Rent,616.34,Expense
2024-04-09,Clear single expect.,Health & Fitness,431.36,Expense
2024-04-09,Fear song save.,Utilities,330.3,Expense
2024-04-10,Capital program story mention majority.,Travel,396.71,Expense
2024-04-10,Environmental outside bed institution.,Investment,4996.0,Income
2024-04-11,Control piece behavior message wind.,Rent,588.4,Expense
2024-04-13,Us money positive.,Investment,2117.0,Income
2024-04-16,Life bad soon.,Salary,1903.56,Expense
2024-04-17,Worker range feel.,Entertainment,209.09,Expense
2024-04-17,Into notice necessary true message.,Entertainment,642.39,Expense
2024-04-17,Including let result spend.,Travel,1389.98,Expense
2024-04-18,One shoulder administration.,Other,3091.0,Income
2024-04-20,Skill successful and.,Utilities,19.62,Expense
2024-04-21,Finish right serious.,Entertainment,1427.28,Expense
2024-04-22,Space game truth special decision.,Travel,1681.82,Expense
2024-04-23,Else pull its adult house.,Other,4431.0,Income
2024-04-25,Pretty least if.,Health & Fitness,1551.79,Expense
2024-04-26,Peace wind guess.,Rent,359.78,Expense
2024-04-26,Because career course.,Travel,1718.84,Expense
2024-04-30,Teacher decide possible.,Investment,2656.0,Income
2024-05-02,Success teach mrs beat.,Rent,1457.58,Expense
2024-05-03,Listen against coach.,Food & Drink,1627.16,Expense
2024-05-04,White likely teacher one.,Entertainment,1813.54,Expense
2024-05-04,Notice street anything.,Salary,1311.28,Expense
2024-05-05,Piece require.,Other,2329.0,Income
2024-05-05,Say other never fact.,Travel,276.42,Expense
2024-05-14,Main opportunity particularly question.,Rent,799.6,Expense
2024-05-15,Research month instead.,Entertainment,1697.48,Expense
2024-05-17,As throughout individual list manager.,Utilities,1516.84,Expense
2024-05-20,Recently again explain court.,Investment,1967.0,Income
2024-05-22,Discussion detail training fund.,Utilities,1474.48,Expense
2024-05-23,Third rich hospital.,Health & Fitness,90.44,Expense
2024-05-25,Somebody son suddenly perform.,Entertainment,135.09,Expense
2024-05-26,Project can.,Food & Drink,1340.49,Expense
2024-05-27,Paper beyond indeed.,Health & Fitness,782.31,Expense
2024-05-27,Doctor news yourself.,Food & Drink,89.41,Expense
2024-05-31,Ground city still.,Rent,1410.44,Expense
2024-06-01,Southern front.,Travel,1671.4,Expense
2024-06-02,Dinner no main year size.,Utilities,759.55,Expense
2024-06-02,Environment character real middle prove.,Rent,1038.16,Expense
2024-06-03,Sometimes while sense window.,Entertainment,1037.58,Expense
2024-06-04,Among black picture that treat.,Health & Fitness,978.85,Expense
2024-06-06,Remain seven marriage.,Food & Drink,1008.66,Expense
2024-06-07,Positive free case.,Investment,2384.0,Income
2024-06-09,Wide shoulder according strong.,Other,2232.0,Income
2024-06-10,Expert commercial entire resource.,Investment,3467.0,Income
2024-06-12,Picture early send morning.,Rent,1325.61,Expense
2024-06-13,Soon including important.,Health & Fitness,1443.31,Expense
2024-06-13,Some gun ahead certainly act.,Salary,963.25,Expense
2024-06-14,Be fire.,Shopping,54.67,Expense
2024-06-15,Article service produce political.,Investment,1603.0,Income
2024-06-16,Within woman.,Food & Drink,1782.69,Expense
2024-06-17,Information though red.,Investment,2615.0,Income
2024-06-21,Training account evidence month.,Shopping,1202.72,Expense
2024-06-21,Land day name small.,Food & Drink,1758.23,Expense
2024-06-22,Thought sit identify culture.,Travel,1895.04,Expense
2024-06-23,Already free.,Salary,1735.93,Expense
2024-06-23,Yeah exist behavior necessary miss.,Other,1669.0,Income
2024-06-23,Agreement someone.,Utilities,1250.19,Expense
2024-06-23,Strategy fight institution.,Utilities,1451.13,Expense
2024-06-23,Rule success.,Salary,1197.1,Expense
2024-07-01,Medical buy series walk large.,Other,3657.0,Income
2024-07-05,Law work.,Investment,2157.0,Income
2024-07-06,Research visit program suddenly doctor.,Shopping,1654.76,Expense
2024-07-07,Project spring of.,Utilities,956.98,Expense
2024-07-07,Mind easy foreign old.,Food & Drink,1756.73,Expense
2024-07-07,Better republican stock bank.,Rent,195.45,Expense
2024-07-07,Thousand live land hard.,Food & Drink,1794.97,Expense
2024-07-13,Open million house enough.,Shopping,1048.87,Expense
2024-07-13,You ready way rule.,Food & Drink,1398.31,Expense
2024-07-16,Certain camera represent.,Salary,1581.22,Expense
2024-07-20,Tell brother defense list second.,Rent,856.72,Expense
2024-07-21,Tv budget system book.,Entertainment,1821.07,Expense
2024-07-22,Face mission brother figure hear.,Other,2611.0,Income
2024-07-23,Agreement central six instead.,Investment,4780.0,Income
2024-07-23,Democratic standard major.,Investment,3572.0,Income
2024-07-25,Give that individual of not.,Health & Fitness,823.6,Expense
2024-07-26,Little result paper seven.,Other,2577.0,Income
2024-07-26,Seven project chance road.,Shopping,1133.69,Expense
2024-07-26,Professor important do house must.,Shopping,1512.39,Expense
2024-07-26,Position tend religious.,Salary,365.65,Expense
2024-07-27,Someone religious night buy nice.,Salary,515.02,Expense
2024-07-27,My serious whatever miss seek.,Health & Fitness,1550.65,Expense
2024-07-27,Build view.,Utilities,1711.45,Expense
2024-07-28,Ever day.,Entertainment,898.72,Expense
2024-07-28,Be move fly open.,Utilities,209.55,Expense
2024-07-29,Future congress.,Health & Fitness,1603.7,Expense
2024-07-29,Fish either boy between collection.,Food & Drink,329.87,Expense
2024-07-29,Eight bed fill.,Food & Drink,1610.7,Expense
2024-07-30,Arrive which consider.,Salary,1852.46,Expense
2024-07-30,Hope floor include.,Rent,533.55,Expense
2024-08-01,Heart still building.,Food & Drink,1451.74,Expense
2024-08-02,Sell only manage.,Shopping,1231.79,Expense
2024-08-02,We especially five network.,Food & Drink,1891.97,Expense
2024-08-03,Ahead plant trial affect.,Salary,883.55,Expense
2024-08-03,Push east never size fight.,Travel,397.55,Expense
2024-08-08,Base player data whose.,Entertainment,1234.23,Expense
2024-08-09,World site mr interest treatment.,Health & Fitness,486.12,Expense
2024-08-11,A let.,Investment,1211.0,Income
2024-08-14,A value lot.,Shopping,712.72,Expense
2024-08-14,Yourself successful defense subject.,Entertainment,1040.31,Expense
2024-08-14,Claim move.,Rent,1839.16,Expense
2024-08-15,Bed recognize store.,Health & Fitness,701.48,Expense
2024-08-22,There decision measure.,Entertainment,1216.66,Expense
2024-08-23,Play woman remain event.,Other,538.0,Income
2024-08-25,Decision where foreign trial.,Shopping,1017.41,Expense
2024-08-25,Participant above.,Travel,686.53,Expense
2024-08-25,Including time reflect.,Other,4906.0,Income
2024-08-27,Ball theory prepare much throughout.,Travel,1391.44,Expense
2024-08-27,Good spend still.,Salary,1542.23,Expense
2024-08-28,Concern should recent across.,Salary,1366.37,Expense
2024-08-28,View know develop after.,Food & Drink,969.12,Expense
2024-08-28,Course staff personal space.,Shopping,1270.99,Expense
2024-08-30,Woman whose already.,Entertainment,1602.32,Expense
2024-09-01,Decide cultural start how thank.,Health & Fitness,1037.84,Expense
2024-09-02,Management necessary process not.,Other,2533.0,Income
2024-09-05,Assume campaign assume.,Shopping,1350.66,Expense
2024-09-05,Talk thing rock ever summer.,Rent,1113.56,Expense
2024-09-05,Pass quite third ability interview.,Other,3396.0,Income
2024-09-05,Item yet ever quite.,Travel,373.74,Expense
2024-09-06,Guess service this different.,Entertainment,1003.01,Expense
2024-09-07,Mother first hot free.,Investment,2674.0,Income
2024-09-08,Wrong difficult.,Entertainment,1671.53,Expense
2024-09-10,True culture.,Health & Fitness,320.43,Expense
2024-09-13,As personal agreement.,Investment,4535.0,Income
2024-09-15,Or phone.,Food & Drink,1697.54,Expense
2024-09-16,East list when.,Health & Fitness,989.76,Expense
2024-09-17,Mind door authority outside.,Travel,986.7,Expense
2024-09-17,Personal often.,Travel,801.78,Expense
2024-09-17,True help.,Utilities,117.75,Expense
2024-09-18,Artist sort area.,Salary,1879.91,Expense
2024-09-21,Big argue.,Other,3725.0,Income
2024-09-22,Sure i pay.,Utilities,919.82,Expense
2024-09-23,Ten skin perhaps.,Other,3085.0,Income
2024-09-24,Less into per big.,Food & Drink,1351.47,Expense
2024-09-25,Military onto blue activity.,Rent,657.62,Expense
2024-09-26,Smile cover of pm eight.,Travel,382.43,Expense
2024-09-26,Right know during someone.,Travel,947.98,Expense
2024-09-27,Find job where.,Health & Fitness,375.99,Expense
2024-09-27,On must certainly.,Shopping,1404.42,Expense
2024-10-01,Owner fact wife.,Shopping,566.46,Expense
2024-10-01,Price certain down standard nice.,Investment,2372.0,Income
2024-10-02,Gas with policy cut.,Travel,1610.13,Expense
2024-10-02,Country little reality level.,Shopping,400.17,Expense
2024-10-03,Not friend federal forget bit.,Utilities,951.24,Expense
2024-10-04,Detail about development discover.,Other,4592.0,Income
2024-10-04,Lose shoulder spring.,Other,4486.0,Income
2024-10-07,Hundred step according.,Food & Drink,802.82,Expense
2024-10-08,Group never.,Food & Drink,438.78,Expense
2024-10-09,Key place tree.,Rent,905.21,Expense
2024-10-10,Wish current.,Health & Fitness,727.01,Expense
2024-10-10,Despite energy company.,Travel,694.84,Expense
2024-10-11,Condition again successful.,Health & Fitness,1736.06,Expense
2024-10-12,Story case.,Entertainment,1157.94,Expense
2024-10-15,Very figure drive special.,Utilities,1958.95,Expense
2024-10-17,With young think there assume.,Health & Fitness,1349.65,Expense
2024-10-17,Some court her.,Salary,1780.37,Expense
2024-10-18,Outside with each animal.,Travel,932.87,Expense
2024-10-19,Take family chance.,Utilities,1284.76,Expense
2024-10-19,Picture evidence.,Shopping,1266.23,Expense
2024-10-21,Why though decide bank likely.,Rent,167.43,Expense
2024-10-21,Meet seem population.,Health & Fitness,640.59,Expense
2024-10-21,Material less focus hear.,Travel,1214.72,Expense
2024-10-23,Listen ok point so.,Salary,1564.14,Expense
2024-10-24,Detail data tell.,Salary,833.84,Expense
2024-10-28,Fill thousand number.,Investment,1524.0,Income
2024-11-01,Nearly care base.,Travel,1881.47,Expense
2024-11-02,Goal once let perform international.,Rent,429.04,Expense
2024-11-03,Important source first him.,Rent,136.95,Expense
2024-11-03,Doctor population grow bar.,Food & Drink,62.47,Expense
2024-11-11,National back everybody direction budget.,Rent,216.82,Expense
2024-11-11,National free.,Rent,1313.12,Expense
2024-11-12,Few spring raise.,Travel,466.42,Expense
2024-11-13,Relationship your your.,Salary,1256.7,Expense
2024-11-13,Across federal state.,Investment,734.0,Income
2024-11-13,State serious activity pressure.,Other,3164.0,Income
2024-11-13,Dinner rich decide do.,Salary,1950.21,Expense
2024-11-14,Serious reveal left social fine.,Travel,1101.61,Expense
2024-11-14,Show recently decide last.,Investment,4240.0,Income
2024-11-16,Hear officer.,Shopping,1051.69,Expense
2024-11-17,Wall act special.,Travel,1818.76,Expense
2024-11-17,Different international sell several.,Entertainment,1611.37,Expense
2024-11-17,For age size.,Health & Fitness,830.29,Expense
2024-11-17,With yes nothing.,Investment,500.0,Income
2024-11-18,Woman daughter hospital move.,Utilities,694.33,Expense
2024-11-18,Board notice later thus.,Food & Drink,1378.66,Expense
2024-11-19,Bit need allow.,Salary,606.22,Expense
2024-11-20,Cost attorney.,Travel,1198.04,Expense
2024-11-20,Day fact modern.,Health & Fitness,385.26,Expense
2024-11-22,Happy action.,Shopping,795.56,Expense
2024-11-23,Hospital writer can industry.,Other,3599.0,Income
2024-11-24,Western tend candidate day.,Rent,850.26,Expense
2024-11-24,City offer financial data.,Travel,576.51,Expense
2024-11-24,Cut yard knowledge.,Travel,831.68,Expense
2024-11-25,Space moment travel these least.,Utilities,281.88,Expense
2024-11-25,Say explain.,Other,4209.0,Income
2024-11-25,Red republican father party.,Salary,383.7,Expense
2024-11-26,Eat tonight run leader.,Investment,4882.0,Income
2024-11-29,Believe recognize analysis those citizen.,Investment,2811.0,Income
2024-11-30,Project at risk.,Salary,1456.94,Expense
2024-12-02,In seven building hard.,Utilities,39.3,Expense
2024-12-05,Short for late education.,Shopping,630.04,Expense
2024-12-06,Left available.,Health & Fitness,932.73,Expense
2024-12-09,Gas human create also.,Health & Fitness,169.64,Expense
2024-12-11,Remember carry.,Utilities,121.52,Expense
2024-12-12,Leave bar prevent require.,Rent,1090.95,Expense
2024-12-12,Likely evidence claim.,Other,3625.0,Income
2024-12-15,Beyond family movement hospital back.,Rent,1949.45,Expense
2024-12-16,Child group describe.,Shopping,1544.74,Expense
2024-12-19,Democratic recent student specific political.,Food & Drink,406.37,Expense
2024-12-19,Real know our any.,Rent,1047.07,Expense
2024-12-21,Up hear draw.,Salary,784.35,Expense
2024-12-23,Instead writer.,Health & Fitness,325.64,Expense
2024-12-28,Quite as when.,Rent,514.09,Expense
2024-12-28,Right analysis mention.,Entertainment,727.25,Expense
2024-12-28,No couple debate must.,Investment,1425.0,Income
2024-12-29,Discussion black follow.,Shopping,655.78,Expense
2024-12-29,Pressure activity defense detail.,Other,1480.0,Income
